"exam_date"	"exam_year"	"exam_month"	"has_order"	"has_order_b"	"ex_on_behalf"	"count_exts"	"count_names"	"ext_gender"	"names_gender"	"has_child16"	"child16_only"	"b_child16"	"exam_type"	"exam_type_bsv"	"ext_type"	"bastardy_s"	"exam_id"	"rv_id"	"multi_rv_id"
"1756-07-12"	1756	7	"yes"	1	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130184"	"WCCDRV36900_0433"	""
"1756-07-26"	1756	7	"yes"	1	1	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_on_behalf"	""	"WCCDEP358130185"	"WCCDRV36900_0434"	""
"1756-07-27"	1756	7	"yes"	1	0	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130186"	"WCCDRV36900_0435"	""
"1756-07-28"	1756	7	"yes"	1	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130187"	"WCCDRV36900_0436"	""
"1756-07-30"	1756	7	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130190"	""	""
"1756-08-03"	1756	8	"no"	0	0	1	2	"f"	"fm"	0	0	0	"bastardy"	"b"	"single_examinant"	"bastardmother"	"WCCDEP358130191"	""	""
"1756-08-04"	1756	8	"yes"	1	0	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130193"	"WCCDRV36900_0443"	""
"1756-08-05"	1756	8	"yes"	1	0	1	3	"f"	"fm"	1	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130194"	"WCCDRV36900_0437"	""
"1756-08-13"	1756	8	"yes"	1	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130195"	"WCCDRV36900_0449"	""
"1756-08-13"	1756	8	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130196"	""	""
"1756-08-21"	1756	8	"yes"	1	0	1	2	"m"	"m"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130197"	"WCCDRV36900_0438"	""
"1756-08-21"	1756	8	"yes"	1	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130198"	"WCCDRV36900_0439"	""
"1756-08-27"	1756	8	"yes"	1	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130200"	"WCCDRV36900_0440"	""
"1756-08-28"	1756	8	"yes"	1	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130189"	"WCCDRV36900_0450"	""
"1756-09-00"	1756	9	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130212"	""	""
"1756-09-00"	1756	9	"no"	0	0	1	3	"f"	"fm"	1	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130213"	""	""
"1756-09-03"	1756	9	"yes"	1	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130201"	"WCCDRV36900_0441"	""
"1756-09-04"	1756	9	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130202"	""	""
"1756-09-04"	1756	9	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130203"	""	""
"1756-09-04"	1756	9	"no"	0	0	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130204"	""	""
"1756-09-06"	1756	9	"yes"	1	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130205"	"WCCDRV36900_0442"	""
"1756-09-11"	1756	9	"no"	0	0	1	4	"m"	"fm"	1	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130199"	""	""
"1756-09-11"	1756	9	"yes"	1	0	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130206"	"WCCDRV36900_0444"	""
"1756-09-13"	1756	9	"yes"	1	1	2	3	"fm"	"fm"	1	1	0	"settlement"	"sv"	"multi_on_behalf"	""	"WCCDEP358130207"	"WCCDRV36900_0446"	""
"1756-09-14"	1756	9	"no"	0	0	1	1	"m"	"m"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130208"	""	""
"1756-09-14"	1756	9	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130209"	""	""
"1756-09-15"	1756	9	"yes"	1	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130211"	"WCCDRV36900_0447"	""
"1756-09-16"	1756	9	"no"	0	1	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_on_behalf"	""	"WCCDEP358130210"	""	""
"1756-09-18"	1756	9	"yes"	1	0	1	2	"f"	"f"	1	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130214"	"WCCDRV36900_0448"	""
"1756-09-22"	1756	9	"no"	0	0	1	2	"f"	"f"	1	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130215"	""	""
"1756-09-28"	1756	9	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130216"	""	""
"1756-10-00"	1756	10	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130223"	""	""
"1756-10-01"	1756	10	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130217"	""	""
"1756-10-02"	1756	10	"no"	0	0	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130219"	""	""
"1756-10-04"	1756	10	"no"	0	0	1	4	"f"	"fm"	1	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130218"	""	""
"1756-10-04"	1756	10	"no"	0	0	1	3	"f"	"fm"	1	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130220"	""	""
"1756-10-09"	1756	10	"no"	0	0	1	2	"m"	"m"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130221"	""	""
"1756-10-15"	1756	10	"yes"	1	0	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130222"	"WCCDRV36900_0451"	""
"1756-10-15"	1756	10	"no"	0	0	1	3	"f"	"fm"	1	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130224"	""	""
"1756-10-18"	1756	10	"no"	0	0	1	3	"f"	"fm"	0	0	0	"bastardy"	"b"	"single_examinant"	"bastardmother"	"WCCDEP358130395"	""	""
"1756-10-19"	1756	10	"no"	0	0	1	5	"m"	"fm"	1	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130225"	""	""
"1756-10-22"	1756	10	"yes"	1	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130226"	"WCCDRV36900_0452"	""
"1756-10-27"	1756	10	"yes"	1	0	1	3	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130227"	"WCCDRV36900_0453"	""
"1756-10-27"	1756	10	"no"	0	0	1	3	"f"	"f"	1	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130228"	""	""
"1756-10-30"	1756	10	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130229"	""	""
"1756-11-00"	1756	11	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130233"	""	""
"1756-11-06"	1756	11	"no"	0	0	1	1	"m"	"m"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130230"	""	""
"1756-11-15"	1756	11	"yes"	1	0	1	1	"f"	"f"	1	1	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130231"	"WCCDRV36900_0455"	""
"1756-11-15"	1756	11	"yes"	1	0	1	1	"f"	"f"	1	1	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130232"	"WCCDRV36900_0454"	""
"1756-11-22"	1756	11	"yes"	1	0	1	1	"m"	"m"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130234"	"WCCDRV36900_0456"	""
"1756-11-22"	1756	11	"yes"	1	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130235"	"WCCDRV36900_0457"	""
"1756-11-23"	1756	11	"yes"	1	0	1	2	"f"	"fm"	1	1	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130236"	"WCCDRV36900_0458"	""
"1756-11-25"	1756	11	"no"	0	0	1	1	"f"	"f"	0	0	0	"vagrancy"	"sv"	"single_examinant"	""	"WCCDEP358130237"	""	""
"1756-11-30"	1756	11	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130240"	""	""
"1756-12-00"	1756	12	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130244"	""	""
"1756-12-00"	1756	12	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130245"	""	""
"1756-12-00"	1756	12	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130246"	""	""
"1756-12-00"	1756	12	"no"	0	0	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130247"	""	""
"1756-12-01"	1756	12	"no"	0	0	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130241"	""	""
"1756-12-01"	1756	12	"yes"	1	0	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130243"	"WCCDRV36900_0459"	""
"1756-12-03"	1756	12	"no"	0	0	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130242"	""	""
"1756-12-03"	1756	12	"yes"	1	0	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130248"	"WCCDRV36900_0460"	""
"1756-12-08"	1756	12	"yes"	1	0	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130249"	"WCCDRV36900_0461"	""
"1756-12-10"	1756	12	"yes"	1	1	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_on_behalf"	""	"WCCDEP358130250"	"WCCDRV36900_0464"	""
"1756-12-15"	1756	12	"yes"	1	0	1	1	"m"	"m"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130251"	"WCCDRV36900_0462"	""
"1756-12-16"	1756	12	"no"	0	0	1	5	"m"	"fm"	1	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130252"	""	""
"1756-12-18"	1756	12	"no"	0	0	1	1	"m"	"m"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130253"	""	""
"1756-12-21"	1756	12	"yes"	1	1	1	2	"f"	"fm"	1	1	0	"settlement"	"sv"	"single_on_behalf"	""	"WCCDEP358130254"	"WCCDRV36900_0465"	""
"1756-12-23"	1756	12	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130255"	""	""
"1756-12-24"	1756	12	"no"	0	0	1	2	"f"	"fm"	0	0	0	"bastardy"	"b"	"single_examinant"	"bastardmother"	"WCCDEP358130256"	""	""
"1757-01-04"	1757	1	"yes"	1	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130258"	"WCCDRV36900_0463"	""
"1757-01-07"	1757	1	"no"	0	0	1	4	"m"	"fm"	1	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130260"	""	""
"1757-01-07"	1757	1	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358140069"	""	""
"1757-01-08"	1757	1	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130261"	""	""
"1757-01-08"	1757	1	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130262"	""	""
"1757-01-10"	1757	1	"no"	0	0	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358140070"	""	""
"1757-01-12"	1757	1	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130265"	""	""
"1757-01-18"	1757	1	"yes"	1	0	1	2	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130266"	"WCCDRV36900_0468"	""
"1757-01-18"	1757	1	"no"	0	0	1	1	"f"	"f"	0	0	0	"bastardy"	"b"	"single_examinant"	"bastardmother"	"WCCDEP358130267"	""	""
"1757-01-18"	1757	1	"yes"	1	0	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130268_691"	"WCCDRV36900_0467"	""
"1757-01-21"	1757	1	"yes"	1	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130268_694"	"WCCDRV36900_0470"	""
"1757-01-21"	1757	1	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130269"	""	""
"1757-01-25"	1757	1	"no"	0	0	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130270"	""	""
"1757-01-25"	1757	1	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130271"	""	""
"1757-02-01"	1757	2	"no"	0	0	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130272"	""	""
"1757-02-05"	1757	2	"yes"	1	0	1	1	"m"	"m"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130273"	"WCCDRV36900_0469"	""
"1757-02-09"	1757	2	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130274"	""	""
"1757-02-12"	1757	2	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130275"	""	""
"1757-02-15"	1757	2	"yes"	1	0	1	3	"f"	"fm"	1	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130276_717"	"WCCDRV36900_0475"	""
"1757-02-15"	1757	2	"yes"	1	0	1	1	"m"	"m"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130276_720"	"WCCDRV36900_0474"	""
"1757-02-15"	1757	2	"yes"	1	0	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130277"	"WCCDRV36900_0473"	""
"1757-02-15"	1757	2	"yes"	1	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130278"	"WCCDRV36900_0472"	""
"1757-02-15"	1757	2	"yes"	1	0	1	4	"m"	"fm"	1	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130279"	"WCCDRV36900_0471"	""
"1757-02-22"	1757	2	"yes"	1	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130280"	"WCCDRV36900_0477"	""
"1757-02-22"	1757	2	"yes"	1	0	1	6	"f"	"fm"	1	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130281"	"WCCDRV36900_0478"	""
"1757-02-22"	1757	2	"yes"	1	0	1	4	"f"	"fm"	1	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130282"	"WCCDRV36900_0476"	""
"1757-02-25"	1757	2	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130286"	""	""
"1757-03-00"	1757	3	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130288"	""	""
"1757-03-00"	1757	3	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130299_787"	""	""
"1757-03-00"	1757	3	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130299_789"	""	""
"1757-03-00"	1757	3	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130309_824"	""	""
"1757-03-01"	1757	3	"yes"	1	0	1	1	"m"	"m"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130283"	"WCCDRV36900_0482"	""
"1757-03-01"	1757	3	"yes"	1	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130284"	"WCCDRV36900_0479"	""
"1757-03-01"	1757	3	"yes"	1	0	1	3	"f"	"fm"	1	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130285"	"WCCDRV36900_0481"	""
"1757-03-01"	1757	3	"yes"	1	0	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130287"	"WCCDRV36900_0480"	""
"1757-03-01"	1757	3	"yes"	1	0	1	1	"m"	"m"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130289"	"WCCDRV36900_0485"	""
"1757-03-01"	1757	3	"yes"	1	0	1	3	"f"	"fm"	1	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130290"	"WCCDRV36900_0484"	""
"1757-03-01"	1757	3	"yes"	1	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130291"	"WCCDRV36900_0483"	""
"1757-03-02"	1757	3	"yes"	1	0	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130292"	"WCCDRV36900_0487"	""
"1757-03-02"	1757	3	"yes"	1	0	1	1	"m"	"m"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130293"	"WCCDRV36900_0486"	""
"1757-03-04"	1757	3	"no"	0	0	1	2	"f"	"f"	1	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130294"	""	""
"1757-03-04"	1757	3	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130295"	""	""
"1757-03-04"	1757	3	"yes"	1	0	1	2	"m"	"m"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130302_797"	"WCCDRV36900_0491"	""
"1757-03-09"	1757	3	"yes"	1	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130296"	"WCCDRV36900_0489"	""
"1757-03-09"	1757	3	"yes"	1	0	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130297"	"WCCDRV36900_0488"	""
"1757-03-12"	1757	3	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130300"	""	""
"1757-03-14"	1757	3	"yes"	1	0	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130298"	"WCCDRV36900_0492"	""
"1757-03-14"	1757	3	"yes"	1	0	1	6	"f"	"fm"	1	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130301"	"WCCDRV36900_0497"	""
"1757-03-14"	1757	3	"yes"	1	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130302_800"	"WCCDRV36900_0490"	""
"1757-03-14"	1757	3	"yes"	1	0	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130303_803"	"WCCDRV36900_0493"	""
"1757-03-15"	1757	3	"yes"	1	0	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130304"	"WCCDRV36900_0495"	""
"1757-03-16"	1757	3	"yes"	1	0	1	1	"m"	"m"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130303_806"	"WCCDRV36900_0494"	""
"1757-03-16"	1757	3	"no"	0	0	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130305"	""	""
"1757-03-16"	1757	3	"yes"	1	0	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130306"	"WCCDRV36900_0496"	""
"1757-03-17"	1757	3	"no"	0	0	1	4	"f"	"fm"	1	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130307"	""	""
"1757-03-18"	1757	3	"yes"	1	0	1	5	"f"	"fm"	1	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130308"	"WCCDRV36900_0498"	""
"1757-03-22"	1757	3	"yes"	1	0	1	1	"m"	"m"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130309_826"	"WCCDRV36900_0499"	""
"1757-03-22"	1757	3	"yes"	1	0	1	3	"f"	"fm"	1	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130310"	"WCCDRV36900_0500"	""
"1757-03-22"	1757	3	"yes"	1	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130311"	"WCCDRV36900_0501"	""
"1757-03-22"	1757	3	"no"	0	0	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130312"	""	""
"1757-03-29"	1757	3	"yes"	1	0	1	3	"f"	"fm"	1	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130313"	"WCCDRV36900_0502"	""
"1757-04-02"	1757	4	"no"	0	0	1	2	"f"	"fm"	0	0	0	"bastardy"	"b"	"single_examinant"	"bastardmother"	"WCCDEP358130316"	""	""
"1757-04-04"	1757	4	"yes"	1	0	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130314"	"WCCDRV36900_0504"	""
"1757-04-04"	1757	4	"yes"	1	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130315"	"WCCDRV36900_0505"	""
"1757-04-04"	1757	4	"yes"	1	0	1	2	"f"	"f"	1	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130318"	"WCCDRV36900_0503"	""
"1757-04-15"	1757	4	"no"	0	0	1	2	"f"	"fm"	0	0	0	"bastardy"	"b"	"single_examinant"	"bastardmother"	"WCCDEP358130319"	""	""
"1757-04-15"	1757	4	"no"	0	0	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	"bastardmother"	"WCCDEP358130320"	""	""
"1757-04-18"	1757	4	"yes"	1	0	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130321"	"WCCDRV36900_0507"	""
"1757-04-18"	1757	4	"yes"	1	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130322"	"WCCDRV36900_0506"	""
"1757-04-18"	1757	4	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130323"	""	""
"1757-04-21"	1757	4	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130324"	""	""
"1757-04-27"	1757	4	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130325"	""	""
"1757-04-29"	1757	4	"no"	0	0	1	4	"f"	"fm"	1	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130326"	""	""
"1757-04-30"	1757	4	"no"	0	0	1	5	"f"	"fm"	1	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130328"	""	""
"1757-04-30"	1757	4	"no"	0	0	1	3	"m"	"fm"	1	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130329"	""	""
"1757-04-30"	1757	4	"yes"	1	0	1	7	"m"	"fm"	1	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130330"	"WCCDRV36900_0508"	""
"1757-05-00"	1757	5	"yes"	1	0	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130333_893"	"WCCDRV36900_0510"	""
"1757-05-00"	1757	5	"no"	0	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130349"	""	""
"1757-05-02"	1757	5	"yes"	1	0	1	5	"f"	"fm"	1	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130331"	"WCCDRV36900_0540"	""
"1757-05-09"	1757	5	"yes"	1	0	1	1	"m"	"m"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130332"	"WCCDRV36900_0509"	""
"1757-05-10"	1757	5	"yes"	1	0	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130333_895"	"WCCDRV36900_0510"	""
"1757-05-14"	1757	5	"no"	0	0	1	5	"m"	"fm"	1	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130334"	""	""
"1757-05-16"	1757	5	"yes"	1	0	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130335"	"WCCDRV36900_0512"	""
"1757-05-16"	1757	5	"yes"	1	0	1	3	"f"	"fm"	1	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130338"	"WCCDRV36900_0511"	""
"1757-05-16"	1757	5	"yes"	1	0	1	3	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130339"	"WCCDRV36900_0513"	""
"1757-05-23"	1757	5	"yes"	1	0	1	2	"m"	"m"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130340"	"WCCDRV36900_0517"	""
"1757-05-23"	1757	5	"yes"	1	0	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130341"	"WCCDRV36900_0519"	""
"1757-05-23"	1757	5	"yes"	1	0	1	1	"f"	"f"	1	1	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130342"	"WCCDRV36900_0518"	""
"1757-05-23"	1757	5	"no"	0	0	1	3	"f"	"fm"	1	0	1	"settlement"	"sv"	"single_examinant"	"bastardmother"	"WCCDEP358130343"	""	""
"1757-05-23"	1757	5	"yes"	1	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130344"	"WCCDRV36900_0514"	""
"1757-05-23"	1757	5	"yes"	1	0	1	2	"f"	"fm"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130345"	"WCCDRV36900_0515"	""
"1757-05-30"	1757	5	"yes"	1	0	1	1	"f"	"f"	0	0	0	"settlement"	"sv"	"single_examinant"	""	"WCCDEP358130346"	"WCCDRV36900_0520"	""
